id,cliente_id,data_pedido,valor,forma_pagamento,status
1153,330,2025-09-25,469.86,pix,entregue
1154,238,2026-01-11,133.05,cartao_credito,processando
1155,149,2026-07-23,709.9,boleto,entregue
1156,219,2026-04-30,1413.58,cartao_credito,processando
1157,5,2025-02-07,1624.62,boleto,cancelado
1158,88,2026-08-06,651.21,pix,entregue
1159,138,2025-01-24,1673.86,cartao_credito,entregue
1160,176,2026-07-19,380.04,pix,entregue
1161,234,2025-08-25,545.51,pix,cancelado
1162,245,2024-09-19,1527.71,boleto,enviado
1163,58,2025-01-14,286.37,boleto,processando
1164,82,2024-12-09,232.81,boleto,entregue
1165,292,2025-07-29,1301.71,cartao_credito,entregue
1166,195,2025-03-30,1489.15,boleto,processando
1167,351,2026-04-24,1676.61,boleto,enviado
1168,248,2025-11-11,1751.84,cartao_credito,entregue
1169,226,2026-03-13,125.41,pix,cancelado
1170,161,2026-08-30,62.89,boleto,entregue
1171,393,2025-09-06,1423.04,boleto,entregue
1172,115,2026-04-06,1858.79,boleto,entregue
1173,266,2024-11-24,1012.87,boleto,entregue
1174,49,2024-12-14,845.0,boleto,enviado
1175,247,2026-07-14,682.99,boleto,cancelado
1176,198,2024-10-03,316.4,boleto,entregue
1177,28,2026-06-16,61.56,cartao_credito,entregue
1178,241,2025-08-08,1624.38,cartao_credito,processando
1179,385,2024-09-25,954.37,cartao_credito,entregue
1180,143,2026-02-24,133.55,cartao_credito,entregue
1181,330,2025-01-14,744.17,cartao_credito,processando
1182,236,2024-11-02,866.09,boleto,entregue
1183,46,2024-12-18,1633.16,pix,entregue
1184,61,2025-10-11,1863.95,boleto,cancelado
1185,10,2026-07-12,230.82,pix,processando
1186,286,2025-10-23,1061.22,cartao_credito,entregue
1187,317,2026-08-21,1225.72,boleto,entregue
1188,106,2025-07-05,1257.45,pix,entregue
1189,187,2026-08-10,1574.98,cartao_credito,entregue
1190,170,2025-08-01,1081.78,boleto,entregue
1191,243,2025-06-09,1372.88,pix,cancelado
1192,232,2024-12-14,251.98,boleto,enviado
1193,2,2025-07-16,674.82,boleto,entregue
1194,281,2026-03-02,1010.79,boleto,processando
1195,24,2025-11-13,1708.09,pix,enviado
1196,368,2025-03-13,1420.97,pix,processando
1197,131,2026-03-14,1176.08,cartao_credito,processando
1198,202,2025-04-22,440.9,cartao_credito,cancelado
1199,174,2024-12-08,240.34,pix,processando
1200,325,2025-05-26,1597.59,boleto,processando
